lsoa11,samhi_index.2011,samhi_dec.2011,samhi_index.2012,samhi_dec.2012,samhi_index.2013,samhi_dec.2013,samhi_index.2014,samhi_dec.2014,samhi_index.2015,samhi_dec.2015,samhi_index.2016,samhi_dec.2016,samhi_index.2017,samhi_dec.2017,samhi_index.2018,samhi_dec.2018
E01027599,0.514278981,9,0.343360655,8,0.770477565,9,0.317911022,8,0.619376939,8,0.467572553,8,0.513525949,8,0.149763743,6
E01027600,-0.934044722,3,-1.08409795,1,-1.062638159,1,-0.93336833,2,-0.97583235,1,-0.96799857,1,-0.642143978,2,-0.468166893,2
E01027601,-1.196702208,1,-0.983876624,2,-1.087600816,1,-0.692878105,3,-0.708905015,2,-0.787136072,2,-0.474012796,3,-0.681898254,1
E01027603,-0.441469789,6,0.372613149,9,0.189751151,8,0.209967745,7,0.034535377,6,0.168607826,7,0.095841946,6,0.296630335,6
E01027604,-0.660981062,5,-0.719085658,4,-0.253897191,6,0.040446796,7,-0.405603015,4,-0.67749627,2,-0.71967567,2,-0.086464069,4
E01027605,0.90037833,10,1.102944829,10,0.871382257,9,1.715554272,10,1.943093096,10,0.779764322,8,2.111564666,10,1.991730112,10
E01027606,-0.440947278,6,-0.476892716,5,-0.43105447,5,-0.26125427,5,0.015529119,6,0.303742637,7,-0.118038884,5,0.116218776,5
E01027607,-0.758208304,4,-0.858725972,3,-0.505788598,5,-0.211704612,6,-0.535294842,3,-0.657410232,2,-0.287810047,4,-0.545159672,2
E01027608,0.004921529,8,0.423131124,9,0.445257109,9,0.575464053,8,0.322842981,8,0.926804363,9,1.314557706,9,1.113214848,9
E01027609,0.372620961,9,0.620582896,9,0.208901745,8,1.336713775,10,0.767617094,9,0.292456536,7,-0.192519852,5,0.835710809,8
E01027610,-0.125683692,8,0.309866882,8,0.264396409,8,0.619430464,9,0.334168062,8,0.422944146,8,0.46179002,7,0.667051481,8
E01027611,-0.0766798,8,0.189637854,8,0.209962836,8,0.50174378,8,0.484438893,8,0.9075393,9,0.07582036,6,0.51773838,7
E01027612,0.23594049,9,1.188532964,10,1.461207271,10,1.615248744,10,0.977001183,9,0.880343222,9,0.742250969,8,1.149336894,9
E01027613,-0.895230148,3,-0.760883262,3,-0.677191124,4,-0.613270368,3,-0.508815779,4,-0.499476653,3,-0.344572696,4,-0.219381295,4
E01027614,-0.379861321,6,-0.420611429,6,0.023774665,7,-0.229667778,6,-0.259159801,5,-0.013490145,6,-0.3975791,3,-0.071099151,5
E01027615,-1.082671695,2,-1.079709562,1,-1.155653443,1,-0.513791622,4,-0.88930446,1,-0.709371222,2,-0.588193305,2,-0.855211917,1
E01027616,0.332999187,9,0.34534794,8,0.51338994,9,0.314874994,8,1.03332155,9,1.237287766,9,0.747421716,8,0.658100111,7
E01027617,-0.899547911,3,-0.477364883,5,-0.573094151,4,-0.440405083,4,-0.68396303,3,-0.632219887,3,-0.642548633,2,-0.659726741,1
E01027618,-0.86504466,3,-0.784682894,3,-0.767521693,3,-0.510824977,4,-0.644231375,3,-0.727345559,2,-0.70842594,2,-0.544616197,2
E01027619,-1.026994206,2,-0.890045726,2,-1.030458526,1,-0.874745967,2,-0.509805,4,-0.236295913,5,-0.31934231,4,-0.228657627,4
E01027620,-0.40709332,6,-0.127822264,7,-0.587632544,4,-0.044857792,6,-0.61233529,3,-0.511674051,3,-0.07008487,5,0.032839378,5
E01027621,-0.328690702,7,-0.401421337,6,0.122680533,8,-0.24003603,6,-0.263479566,5,0.014121816,6,-0.203843829,5,0.508206747,7
E01027622,-1.073782897,2,-1.128174977,1,-1.020114688,1,-1.090006926,1,-0.946086287,1,-0.842617247,1,-0.911755621,1,-0.50226355,2
E01027623,-0.710870134,4,-0.63237348,4,-0.543499432,4,-1.074500077,1,-0.512737357,4,-0.81026331,2,-0.801883053,1,-0.622783845,2
E01027624,-0.899323672,3,-0.758700735,3,-0.951292074,2,-1.177262374,1,-0.861517289,2,-0.839040872,1,-0.946710054,1,-1.113041325,1
E01027625,0.166547526,8,0.449324999,9,0.899648997,9,0.659231564,9,0.537960323,8,0.425206179,8,0.484480335,7,0.888744166,8
E01027626,-0.372928577,7,-0.610618626,4,-0.821327155,3,-0.36348801,5,-0.254233313,5,-0.721109973,2,-0.698157639,2,0.037954676,5
E01027627,-0.962151167,3,-0.712009812,4,-1.034395262,1,-0.824321838,2,-0.807359908,2,-1.061650529,1,-0.893401754,1,-0.798603327,1
E01027628,-0.922495888,3,-0.985486254,2,-1.047182801,1,-0.971541431,1,-0.780190375,2,-0.959966692,1,-0.88370905,1,-0.951819688,1
E01027629,0.400979589,9,1.111165945,10,1.045899131,10,0.421020499,8,0.595743724,8,0.103278799,6,0.051208928,6,0.693572555,8
E01027630,-0.272270235,7,-0.100148121,7,0.184136634,8,0.744479346,9,0.679445059,8,0.340521571,7,0.573845178,8,0.588479322,7
E01027631,-0.754077228,4,-0.389085362,6,-0.11195704,7,0.006783693,7,0.196286123,7,-0.415217971,4,0.204502318,7,0.452845761,7
E01027632,-0.980525082,2,-0.522906939,5,-0.669185605,4,-0.207531818,6,0.113717189,7,-0.094571872,6,0.03027128,6,0.214713769,6
E01027633,-0.919302622,3,-0.937035588,2,-0.814894902,3,-0.972342024,1,-0.64718773,3,-0.579337381,3,-0.69649499,2,-0.652220829,1
E01027634,-0.969747612,3,-1.145122569,1,-1.105029778,1,-0.916310358,2,-1.067038448,1,-0.974852658,1,-0.704305731,2,-0.405956534,3
E01027635,-0.91840665,3,-0.828443383,3,-0.706909355,3,-0.534600386,4,-0.780082791,2,-0.768606649,2,-0.887482578,1,-0.956533215,1
E01027636,-1.149184029,1,-0.902482953,2,-0.840764155,2,-1.039685066,1,-0.979041974,1,-0.798146913,2,-0.64421191,2,-0.701449844,1
E01027637,-0.922650066,3,-0.574480969,5,-0.599951214,4,-0.758325547,3,-0.706717408,2,-0.610928948,3,-0.714104551,2,-0.828472061,1
E01027638,-0.464400403,6,-0.532785926,5,-0.733960343,3,-0.277074466,5,-0.299216106,5,-0.487496811,3,-0.769023467,1,-0.200731375,4
E01027639,-0.859436897,3,-0.341191205,6,-0.662907796,4,-0.371038326,5,0.052680706,7,-0.22264128,5,-0.127067154,5,-0.289084239,3
E01027640,-0.298032551,7,0.032377573,8,0.281355845,8,-0.29562889,5,-0.095153981,6,0.120854646,7,0.126044715,6,0.212193741,6
E01027641,-0.704429229,4,-0.568288615,5,-0.473125666,5,-0.521231117,4,-0.737672036,2,-0.61185801,3,-0.62347299,2,-0.688567182,1
E01027642,-1.011956854,2,-1.030523275,2,-1.118125345,1,-0.848771512,2,-0.611274476,3,-1.049071618,1,-0.625704487,2,-0.950872324,1
E01027643,-0.60551697,5,-0.456859145,5,-0.69367189,3,-0.336850447,5,-0.292416288,5,-0.200701185,5,-0.338530605,4,-0.318856026,3
E01027644,-0.629302918,5,-0.658502454,4,-0.568569701,4,-0.13681003,6,-0.281704222,5,-0.303592787,4,-0.303680487,4,0.065856872,5
E01027645,-0.202925426,7,0.530511702,9,0.540620866,9,0.782192678,9,0.803744474,9,0.674650193,8,0.925183003,9,1.319614449,9
E01027646,-0.91453646,3,-1.080168005,1,-0.789992784,3,-0.822284459,2,-0.748259684,2,-0.673159204,2,-0.744502363,2,-0.444192598,2
E01027647,-1.127278462,1,-0.966264121,2,-0.880687941,2,-0.808077793,2,-0.562505587,3,-0.328536454,4,-0.496602934,3,-0.289258983,3
E01027648,-0.195179602,7,0.085287647,8,-0.003438538,7,0.997735807,9,1.051779464,9,0.567853313,8,0.600127516,8,0.89090546,8
E01027649,0.782609232,10,0.986052648,10,1.344497922,10,1.484456586,10,1.753290181,10,1.355385913,9,1.402596562,9,1.306718013,9
E01027650,-0.515164478,6,-0.414450656,6,-0.540089733,4,-0.225192055,6,0.587540599,8,0.333170739,7,0.09912749,6,0.531915101,7
E01027651,1.370723129,10,1.094694948,10,1.049087263,10,1.33491768,10,1.9286419,10,1.415125867,10,1.614544931,10,1.629051853,9
E01027652,-0.175513138,7,0.063724046,8,-0.065427962,7,0.016309009,7,0.216796658,7,0.061990663,6,0.319639231,7,0.123157605,5
E01027653,0.513578799,9,0.295044189,8,0.24763516,8,0.831343541,9,1.009292646,9,0.817916187,9,0.155690019,6,0.5967322,7
E01027654,-1.214801583,1,-1.13833437,1,-1.004396953,2,-0.718447444,3,-0.586771953,3,-0.524092637,3,-0.675714759,2,-0.398458075,3
E01027655,-0.677086531,5,-0.221174888,7,0.164207597,8,0.246259695,8,-0.075218529,6,0.341124231,7,0.323990223,7,0.093067774,5
E01027656,0.573471748,9,0.806847317,9,0.442239544,9,0.489246652,8,1.062035296,9,1.177366857,9,1.23948922,9,0.929316021,8
E01027657,-0.104721218,8,0.270249498,8,0.359559996,8,-0.196554943,6,0.300429621,7,0.031120807,6,0.142746156,6,-0.232136078,4
E01027658,-0.572702857,5,-0.236503306,6,-0.268797373,6,-0.301309641,5,-0.351312294,5,0.352738377,7,0.481113872,7,0.377242123,7
E01027659,0.147898059,8,-0.126518305,7,0.539927132,9,0.971317288,9,0.828134261,9,1.146102327,9,1.014320031,9,0.806592818,8
E01027660,-0.556727593,5,-0.22470791,7,-0.07173974,7,-0.047298987,6,0.363589295,8,-0.224159648,5,0.344726462,7,1.074785289,9
E01027661,-0.369109548,7,-0.558474202,5,-0.405812406,5,0.228719528,7,0.219064205,7,0.07795462,6,0.265309354,7,0.523127849,7
E01027662,-0.988052691,2,-1.175443453,1,-1.133269079,1,-0.898870946,2,-0.749139261,2,-0.911355762,1,-1.073483347,1,-0.712438973,1
E01027663,-0.374394804,6,-0.474451824,5,-0.690888953,3,-0.730689134,3,-0.52047953,4,0.132431227,7,-0.484067736,3,-0.258662666,4
E01027664,-0.917298196,3,-0.874139812,3,-0.831016011,3,-0.501496575,4,0.038200571,7,0.261013112,7,-0.349012461,4,-0.334671679,3
E01027665,-0.94376925,3,-0.951035519,2,-0.396361546,5,-0.275667543,5,-0.163188495,6,-0.113062086,5,-0.000458554,6,-0.482293489,2
E01027666,-1.189089538,1,-0.898802091,2,-0.946952928,2,-0.89055221,2,-0.789175263,2,-0.555979331,3,-0.785833023,1,-0.93233501,1
E01027667,-0.915440531,3,-0.529428305,5,-0.866381341,2,-0.860116448,2,-0.788865446,2,-0.577396212,3,-0.50796032,3,-0.515416368,2
E01027668,-0.228446177,7,-0.244997121,6,0.045818141,7,0.250845629,8,1.333301459,10,0.590982497,8,0.748372292,8,1.601158394,9
E01027669,0.491640897,9,0.632675746,9,0.635036439,9,0.821581798,9,1.048924848,9,1.900840729,10,2.244608122,10,2.132712199,10
E01027670,-0.872823987,3,-0.656588908,4,-0.900601365,2,-0.718700737,3,-0.717691264,2,-0.648654926,2,-0.223907137,4,-0.090411789,4
E01027671,-0.923192339,3,-1.000142972,2,-0.656773779,4,-0.675614724,3,-0.337026914,5,-0.526241268,3,-0.320867804,4,-0.438912594,3
E01027672,-0.16304267,7,0.055138755,8,-0.396807858,5,0.078595526,7,0.258960755,7,0.137214491,7,0.214981522,7,0.276020615,6
E01027673,-0.171958703,7,0.016540511,8,-0.058318404,7,0.604713254,9,0.723682067,9,0.161803148,7,0.583310994,8,1.011624484,8
E01027674,-0.924868731,3,-0.917397841,2,-0.587800645,4,-0.09498711,6,-0.223983891,5,0.021120206,6,0.090353018,6,-0.128885025,4
E01027675,-0.959456057,3,-0.991669626,2,-0.715325904,3,-0.553776427,4,-0.515566913,4,-0.513780028,3,-0.401099524,3,-0.226871122,4
E01027676,0.099384413,8,0.435182084,9,-0.001417945,7,0.26261976,8,0.576641405,8,0.570308034,8,0.202181638,7,0.85577232,8
E01027677,-0.334587081,7,-0.444562761,5,-0.18628645,6,-0.270799037,5,0.408572014,8,0.450824983,8,0.113704046,6,0.569666006,7
E01027678,0.877214069,10,1.199016831,10,1.072903488,10,2.002241865,10,1.953469013,10,2.079809689,10,1.793240793,10,1.859213912,10
E01027679,-0.365543553,7,-0.560448363,5,-0.379521116,5,-0.083298231,6,-0.248897622,5,0.058790941,6,-0.046366813,5,0.467783074,7
E01027680,-0.639409935,5,-0.460855418,5,0.177521104,8,0.31128985,8,1.179702532,9,0.703393357,8,0.886239181,9,1.015916411,8
E01027681,-0.821962571,4,-0.59001536,4,-0.929401986,2,-0.57514978,4,-0.778937514,2,-0.405283626,4,-0.371254783,4,-0.426685965,3
E01027682,-1.1905232,1,-0.945454916,2,-0.986198325,2,-0.827080486,2,-0.825224937,2,-0.799785516,2,-0.724087913,2,-0.757222769,1
E01027683,-1.207960764,1,-0.944119903,2,-1.145103677,1,-1.113186122,1,-0.681024399,3,-0.693072375,2,-0.808214943,1,-0.685840358,1
E01027684,-1.165969194,1,-1.093823559,1,-1.018779487,1,-0.716492192,3,-0.859486692,2,-0.86039323,1,-0.598565495,2,-0.319178652,3
E01027685,-0.86853979,3,-0.601375555,4,-0.524166267,5,-0.82690576,2,-0.197250839,5,-0.140806175,5,-0.669701675,2,0.1764228,6
E01027686,-0.619507951,5,-0.731137221,4,-1.048441087,1,-0.860359331,2,-0.652165457,3,-0.768224003,2,-0.637679862,2,-0.729744194,1
E01027687,-0.677434771,5,-0.948017413,2,-0.558519767,4,-0.661290833,3,-0.412463135,4,-0.186320326,5,-0.573250728,2,-0.492564241,2
E01027688,-0.649875492,5,-0.796485028,3,-0.794387871,3,-0.487522349,4,-0.404468147,4,-0.440420786,4,-0.200033181,5,0.062459364,5
E01027689,-0.434704615,6,-0.052890404,7,0.356338533,8,0.226813757,7,0.21766538,7,0.827077478,9,0.623206102,8,0.458150245,7
E01027690,-0.056408279,8,-0.196072784,7,-0.234152894,6,0.399174823,8,0.459777108,8,-0.050136634,6,0.161812363,6,-0.095944421,4
E01027691,-0.399401126,6,-0.032770464,7,-0.270579435,6,-0.158907859,6,0.230876189,7,-0.015059848,6,0.161780961,6,0.127167673,6
E01027692,-0.129731742,8,0.368885071,9,0.695650203,9,0.669816176,9,0.374831959,8,0.009607488,6,0.661723189,8,1.160809306,9
E01027693,-1.315938563,1,-0.971166314,2,-1.156304444,1,-0.946140283,1,-0.569196022,3,-0.594868527,3,-0.29394308,4,-0.590984913,2
E01027694,-1.020364832,2,-0.704008651,4,-1.02418486,1,-0.589831868,4,-0.430652655,4,-0.511825581,3,0.028052812,6,-0.0654193,5
E01027695,-1.023431525,2,-0.82330344,3,-0.629087856,4,-0.715588359,3,-0.900285858,1,-0.606069652,3,-0.701029178,2,-0.362514403,3
E01027696,-0.856357816,3,-1.209111427,1,-1.059429718,1,-1.057326987,1,-0.86708435,2,-0.702498058,2,-0.846287597,1,-0.70276898,1
E01027697,-0.766688051,4,-0.894616201,2,-0.853472759,2,-0.378655304,5,-0.760088809,2,-0.25198225,5,0.055790894,6,-0.069184214,5
E01027698,-0.986297888,2,-0.797862387,3,-0.960585076,2,-0.473396304,4,-0.526683311,4,-0.372031658,4,-0.635042159,2,-0.38227848,3
E01027699,-1.199509774,1,-1.106449312,1,-1.01237749,1,-1.004865847,1,-0.790398469,2,-0.849331675,1,-0.787870383,1,-0.67309363,1
E01027700,-0.173820802,7,-0.109943093,7,0.022973383,7,-0.599123367,4,-0.241294475,5,0.197014508,7,1.047541244,9,2.55011827,10
E01027701,-0.611274984,5,-0.717461882,4,-0.898455141,2,-0.687485553,3,-0.597663603,3,-0.875712539,1,-0.528545467,3,-0.767798336,1
E01027702,-0.730083595,4,-0.145892911,7,-0.368373504,5,-0.272487037,5,-0.042705658,6,0.009052464,6,0.093602858,6,0.275260809,6
E01027703,-0.622577943,5,-0.332335222,6,-0.21122365,6,-0.284660038,5,0.057761168,7,-0.179139794,5,0.036615532,6,0.06984919,5
E01027704,-0.995418157,2,-1.160307396,1,-1.068668833,1,-1.034238509,1,-0.296434176,5,-0.601016942,3,-0.014031409,6,0.083211846,5
E01027705,-0.512800908,6,-0.441386593,5,-0.440114212,5,-0.13045328,6,-0.028392259,6,0.375424589,7,0.128507688,6,0.064589123,5
E01027706,0.788183984,10,0.667350661,9,0.722170449,9,0.605360984,9,1.110281814,9,0.386501333,7,1.261109076,9,0.876274154,8
E01027707,-0.588695534,5,-0.269922345,6,-0.658734153,4,-0.19481476,6,0.006401668,6,-0.042525967,6,0.22788867,7,0.297913213,6
E01027708,-0.167453767,7,0.262346266,8,-0.104280643,7,0.435142914,8,0.096415245,7,0.508384537,8,0.577313019,8,0.467297071,7
E01027709,-1.063583829,2,-0.422705569,5,-0.861901398,2,-0.606887598,3,-0.730302139,2,-0.535311589,3,-0.26396912,4,-0.607461785,2
E01027710,1.2275772,10,0.145764937,8,0.658481205,9,0.707990345,9,1.013127607,9,1.490322539,10,1.478447509,9,0.679926298,8
E01027711,-0.297692978,7,0.121502671,8,-0.04760297,7,0.113296618,7,-0.046724694,6,0.278332118,7,-0.183432775,5,0.11909382,5
E01027712,-0.986755137,2,-0.784461448,3,-0.670069529,4,-0.616051885,3,-0.79440466,2,-0.477932983,3,-0.35452149,4,-0.501922674,2
E01027713,-0.054636448,8,0.066596513,8,0.283708987,8,0.243474755,8,0.33659097,8,0.433443188,8,0.522112281,8,0.553850684,7
E01027714,0.135712245,8,0.257237353,8,0.242734416,8,0.248367754,8,0.509634009,8,0.674933014,8,0.935245737,9,1.088691862,9
E01027715,-0.62696936,5,-0.480436311,5,-0.632404193,4,-0.436852378,5,-0.433665331,4,-0.150780693,5,0.071994093,6,-0.704508455,1
E01027716,-1.132327683,1,-0.993842494,2,-0.49663193,5,-0.740852377,3,-0.964141537,1,-0.730343523,2,-0.406035245,3,-0.726797125,1
E01027717,-0.832435443,4,-0.56601282,5,-0.601303498,4,-0.743578303,3,-0.095676839,6,-0.39059346,4,0.128988773,6,0.019956687,5
E01027718,-0.793496997,4,-0.653983482,4,-0.632840783,4,-0.596575516,4,-0.822565898,2,-0.282146694,5,-0.356959846,4,0.003845391,5
E01027719,-1.005883086,2,-0.645764908,4,-0.999042392,2,-0.613716797,3,-0.240664651,5,-0.631920096,3,-0.23427508,4,-0.209641995,4
E01027720,0.239303096,9,0.203942833,8,0.299859806,8,0.589995394,9,0.460592066,8,0.288800901,7,0.549403946,8,0.612286847,7
E01027721,-0.781943784,4,-0.787834058,3,-0.930235135,2,-0.497734708,4,-0.589502632,3,-0.51171702,3,0.39310146,7,0.10345691,5
E01027722,-0.901869801,3,-1.188483202,1,-0.89738993,2,-0.530124383,4,-0.5877689,3,-0.367495206,4,-0.594893864,2,-0.350327939,3
E01027723,0.946172502,10,0.619973635,9,1.007986138,10,1.405241904,10,1.212460025,9,1.899249973,10,0.894547681,9,1.429229889,9
E01027724,-1.014231077,2,-0.956863432,2,-0.820317676,3,-1.043428221,1,-0.646231382,3,-0.701050984,2,-0.749027246,2,-0.688390668,1
E01027725,-0.987306953,2,-0.507139675,5,-0.480654699,5,-0.414810088,5,-0.405327475,4,-0.559717087,3,-0.594561497,2,-0.32545964,3
E01027726,0.559488558,9,0.233208939,8,0.538931498,9,0.584072651,8,1.045468173,9,0.494477876,8,0.968332438,9,0.364776013,7
E01027727,-0.115627972,8,0.424828015,9,0.570309345,9,0.489251181,8,0.978052958,9,1.080428279,9,0.852493876,8,1.692169667,9
E01027728,-0.205801438,7,-0.180074685,7,0.092687418,7,0.238943951,8,-0.182542292,6,0.598104321,8,0.749720414,8,0.492762784,7
E01027729,0.358458179,9,0.584979139,9,0.450097311,9,0.492873464,8,0.985878967,9,1.116812511,9,1.589949381,10,1.856391982,10
E01027730,-0.779122498,4,-0.547715902,5,-0.69706131,3,-0.70496657,3,-0.743931018,2,-0.752390038,2,-0.220125635,4,-0.17747667,4
E01027731,-0.759759437,4,-0.507580549,5,-0.091458339,7,-0.596915918,4,-0.519385481,4,-0.436568095,4,-0.148457331,5,-0.514889124,2
E01027732,-0.797979021,4,-0.898428741,2,-0.373466744,5,-0.265030284,5,-0.145356658,6,-0.468845209,3,-0.14454356,5,-0.223070197,4
E01027733,-0.272177913,7,0.041200089,8,-0.762374382,3,-0.060185953,6,0.005278557,6,0.605054846,8,0.406501081,7,0.690220477,8
E01027734,-1.313537892,1,-1.206585193,1,-0.750828151,3,-0.969974524,1,-0.927291098,1,-0.694713092,2,-0.821969905,1,-0.672062763,1
E01027735,-1.260031832,1,-1.060665195,1,-1.170356866,1,-1.012202779,1,-0.861955316,2,-0.626648737,3,-0.894624271,1,-0.780712135,1
E01027736,-0.724622775,4,-0.834466943,3,-0.998913693,2,-0.764712091,2,-0.666106686,3,-0.352716804,4,-0.37186988,4,-0.247221885,4
E01027737,-0.903661242,3,-0.682087309,4,-0.971613348,2,-0.779600436,2,-1.036350527,1,-0.753393982,2,-0.500896452,3,-0.546542537,2
E01027738,-0.34915139,7,0.102878894,8,-0.163682111,6,-0.062579541,6,0.094298806,7,0.326604707,7,0.144063216,6,0.645719031,7
E01027739,-0.368075665,7,-0.663733124,4,-0.383831485,5,-0.280557613,5,0.034421706,6,0.3871522,7,-0.633764416,2,-0.322881496,3
E01027740,2.538885594,10,2.843047386,10,3.552305738,10,4.164387615,10,3.967157027,10,4.402374204,10,4.084137092,10,3.287509912,10
E01027741,-0.121092618,8,0.540636635,9,-0.227254129,6,0.169999313,7,0.219313557,7,0.133209639,7,0.56532153,8,0.352086935,6
E01027742,-0.630316957,5,-1.059790415,1,-0.584328088,4,-0.658881411,3,-0.899509576,1,-0.650506701,2,-0.408515222,3,-0.629281703,2
E01027743,-0.828260759,4,-0.715936749,4,-0.605069114,4,-0.705388494,3,-0.450555696,4,-0.57591699,3,-0.484221026,3,-0.369051915,3
E01027744,-1.178319816,1,-1.087804494,1,-1.033547287,1,-1.042816659,1,-1.008359297,1,-0.912784213,1,-0.940920558,1,-0.924666519,1
E01027745,-0.529678572,6,-0.484942312,5,-0.051507333,7,-0.256460772,6,-0.489035205,4,-0.037621443,6,0.425560658,7,0.29735622,6
E01027746,-0.306915478,7,-0.797373725,3,-0.422113809,5,-0.38778986,5,-0.156383744,6,-0.144242921,5,-0.31368773,4,0.048622315,5
E01027747,-0.918609683,3,-0.743631141,3,-0.769575094,3,-0.785753177,2,-0.895145318,1,-0.763462193,2,-0.731720898,2,-0.57481535,2
E01027748,-0.503335115,6,-0.684858694,4,0.01068964,7,0.458809103,8,0.320873419,7,-0.171142283,5,0.205309796,7,0.998693144,8
E01027749,0.563721351,9,0.487451733,9,1.22151035,10,1.672271654,10,1.15277114,9,1.119926832,9,0.735387788,8,1.347995482,9
E01027750,-0.673003629,5,-0.720323818,4,-0.543791463,4,-0.404187291,5,-0.346821578,5,-0.339830949,4,-0.532471024,3,-0.166712028,4
E01027751,-1.182635672,1,-1.286819225,1,-1.087401675,1,-1.139181451,1,-0.675279388,3,-0.760767643,2,-0.701340875,2,-0.803038585,1
E01027752,-1.069096158,2,-0.729414749,4,-0.987116733,2,-0.909879668,2,-0.802432769,2,-0.979088305,1,-0.585217495,2,-0.358895278,3
E01027753,-0.983151559,2,-0.734380567,3,-0.775009903,3,-1.033172571,1,-0.86399249,2,-1.046751215,1,-1.097092705,1,-0.91832268,1
E01027754,-0.457308944,6,-0.859753828,3,-0.835419527,3,-0.833994434,2,-0.667657168,3,-0.663933342,2,-0.895973176,1,-0.661306111,1
E01027756,-0.925034186,3,-0.709698724,4,-0.749337672,3,-0.359250523,5,-0.417580336,4,-0.310174715,4,-0.53239847,3,-0.21223568,4
E01027758,-0.854021466,3,-1.38207974,1,-1.164357973,1,-1.071698111,1,-1.145596451,1,-0.913473903,1,-0.566693874,2,-0.497748902,2
E01027759,-0.927825216,3,-0.976059105,2,-0.781108194,3,-0.800413018,2,-0.869443595,2,-0.59669916,3,-1.011081467,1,-0.781442642,1
E01027760,-1.08732224,2,-1.051733413,1,-1.037160451,1,-0.859392165,2,-0.752648384,2,-0.597124955,3,-0.597518558,2,-0.425649014,3
E01027761,-0.472944399,6,-0.464595643,5,-0.471556537,5,-0.512850746,4,-0.013232786,6,0.00266684,6,-0.297647057,4,-0.521646792,2
E01027762,-0.982374632,2,-1.091891133,1,-0.963131138,2,-0.786835588,2,-1.029268857,1,-0.71656339,2,-0.50208237,3,-0.655733738,1
E01027763,-0.793835893,4,-0.871374536,3,-0.807819373,3,-0.688354429,3,-0.888906164,1,-0.672303083,2,-0.906592327,1,-0.971967653,1
E01027764,-0.990789375,2,-0.616126641,4,-0.638473521,4,-0.745475608,3,-0.49769289,4,-0.64644389,2,-0.6836659,2,-0.565250814,2
E01027765,-1.041199938,2,-0.333796864,6,-0.529562307,5,-0.39176985,5,-0.440986614,4,-0.167004568,5,-0.423098198,3,-0.313336164,3
E01027766,0.080035952,8,0.474297856,9,0.164764654,8,0.409319559,8,0.913713693,9,1.317439835,9,0.191872451,6,1.293835968,9
E01027767,-0.935691506,3,-0.867522913,3,-1.092928264,1,-0.995671723,1,-0.775028876,2,-0.90014666,1,-0.695765085,2,-0.504183629,2
E01027768,-0.936920995,3,-1.205629016,1,-0.779638561,3,-0.878201459,2,-0.584667477,3,-0.941125245,1,-0.821718583,1,-0.619888558,2
E01027769,-0.382336502,6,-0.64215116,4,-0.075823305,7,-0.47559324,4,0.146215348,7,-0.176353244,5,-0.12269079,5,-0.170473426,4
E01027770,-0.1035947,8,-0.103224777,7,0.094028248,7,0.649142599,9,0.653086672,8,0.35847853,7,0.165123224,6,0.764085236,8
E01027771,-0.87891779,3,-0.839204738,3,-0.782238182,3,-0.736432112,3,-0.595474112,3,-0.697739718,2,-0.516392952,3,-0.528949601,2
E01027772,-0.61295122,5,-0.219017836,7,-0.527171874,5,-0.424180377,5,-0.133194126,6,-0.044430569,6,-0.114986287,5,-0.133775879,4
E01027773,-1.160536416,1,-1.136020993,1,-0.942221771,2,-0.651588633,3,-0.954579593,1,-0.953541375,1,-0.881432639,1,-0.708589232,1
E01027774,-1.282513564,1,-1.224867074,1,-0.948060192,2,-0.980919818,1,-0.818607275,2,-0.853761294,1,-0.755955001,2,-0.56450295,2
E01027775,-1.411911719,1,-1.443432261,1,-1.211035902,1,-1.146658089,1,-0.697446314,2,-0.975925197,1,-0.823348926,1,-0.761478131,1
E01027776,-1.236892764,1,-1.021598495,2,-1.226548326,1,-1.082464648,1,-0.855569287,2,-0.787020231,2,-0.758255393,2,-0.749836465,1
E01027777,-1.27055883,1,-1.281227115,1,-1.363988366,1,-1.330399449,1,-1.041063854,1,-0.958459439,1,-1.145717275,1,-0.818206817,1
E01027778,-1.105088982,2,-1.137302127,1,-1.069109799,1,-0.939084786,2,-0.796744456,2,-0.243919212,5,-0.778667401,1,-0.748724152,1
E01027779,-1.103511741,2,-0.787025954,3,-0.746976084,3,-0.813481034,2,-0.977932744,1,-0.645873187,2,-0.714080792,2,-0.237497934,4
E01027780,-0.984270426,2,-0.810745833,3,-1.002298031,2,-1.015773753,1,-0.959324716,1,-0.607511823,3,-0.562642614,3,-0.008989705,5
E01027781,-0.907517721,3,-0.514392237,5,-0.522673249,5,-0.5276132,4,-0.735254707,2,-0.347755666,4,-0.18748676,5,-0.015947589,5
E01027782,-1.236822771,1,-0.994095231,2,-1.055849122,1,-1.044004933,1,-1.057037454,1,-0.92191216,1,-0.550158227,3,-0.673944139,1
E01027783,-1.267179679,1,-1.213096399,1,-1.272388525,1,-1.167093738,1,-1.06105228,1,-0.983735948,1,-1.007169564,1,-0.676397324,1
E01027784,-0.816477746,4,-0.773535915,3,-0.413493905,5,-0.501764904,4,-0.16305273,6,-0.050832415,6,-0.483571656,3,-0.258790249,4
E01027785,0.202856928,9,0.344016614,8,0.572320139,9,0.727788565,9,0.47612524,8,0.270434866,7,0.566855606,8,0.392160445,7
E01027786,-0.697514579,5,-0.836375363,3,-0.731801079,3,-0.359076496,5,-0.311313415,5,-0.509767708,3,-0.448782976,3,-0.329379603,3
