CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F167,F184,F185,F2340,F2341,F2342,F130016,F130017,F130018,F130019,F130020,F130021,F130022,F130023,F130024,F130025,F130026,F130731,F130732,F130733,F130734,F130735,F130736,F130737,F130738,F130739,F130740,F130800,F130801,F130802,F130803,F130804,F130805,F130806,F130807,F130808,F130809,F131145,F131146,F131147,F131148,F131149,F131150,F131151,F131152,F131153,F131154,F131490,F131491,F131492,F131493,F131494,F131495,F131496,F131497,F131498,F131499,F131904,F131905,F131906,F131907,F131908,F131909,F131910,F131911,F131912,F131913,F132180,F132181,F132182,F132183,F132184,F132185,F132186,F132187,F132188,F132189,F136983,
31434,E01012562,Warrington 009B,Lower Super Output Areas and Data Zones,LSOADZ,1726,34.81692,38,1726,877,849,1726,1526,0,35,66,30,0,37,6,12,14,1726,1181,4,38,2,57,23,4,316,101,1526,1145,2,0,1,8,0,4,273,93,35,15,0,2,0,5,0,0,11,2,139,10,2,36,0,35,21,0,30,5,12,11,0,0,0,0,0,0,1,0,14,0,0,0,1,9,2,0,1,1,1726,
31435,E01012563,Warrington 010A,Lower Super Output Areas and Data Zones,LSOADZ,1729,40.04222,43,1729,855,874,1729,1582,0,10,68,12,4,21,16,8,8,1729,1210,4,37,1,14,33,9,303,118,1582,1185,1,0,1,0,0,9,286,100,10,7,0,0,0,0,0,0,3,0,121,11,3,37,0,10,33,0,9,18,8,4,0,0,0,0,0,0,4,0,8,3,0,0,0,4,0,0,1,0,1729,
31436,E01012564,Warrington 010B,Lower Super Output Areas and Data Zones,LSOADZ,1402,41.21041,44,1402,706,696,1402,1332,0,12,20,12,1,6,1,11,7,1402,984,0,7,0,19,5,5,300,82,1332,960,0,0,0,0,0,5,290,77,12,4,0,0,0,0,0,0,5,3,40,9,0,7,0,13,5,0,4,2,11,10,0,0,0,0,0,0,1,0,7,1,0,0,0,6,0,0,0,0,1307,
31437,E01012565,Warrington 010C,Lower Super Output Areas and Data Zones,LSOADZ,2494,34.33039,35,2494,1206,1288,2494,2246,0,18,128,45,0,27,11,14,5,2494,1623,1,98,0,53,24,9,559,127,2246,1601,0,1,0,1,0,5,521,117,18,6,0,0,0,2,0,0,10,0,211,3,1,97,0,49,24,4,25,8,14,12,0,0,0,0,0,0,2,0,5,1,0,0,0,1,0,0,1,2,2458,
31438,E01012566,Warrington 010D,Lower Super Output Areas and Data Zones,LSOADZ,2156,32.05891,34,2156,1066,1090,2156,1806,0,40,140,101,2,13,24,15,15,2156,1400,10,98,0,113,30,2,418,85,1806,1340,0,0,0,2,0,2,381,81,40,20,0,0,0,3,1,0,15,1,280,24,10,98,0,101,24,0,20,3,15,13,0,0,0,1,0,0,1,0,15,3,0,0,0,6,5,0,1,0,2151,
31439,E01012567,Warrington 009C,Lower Super Output Areas and Data Zones,LSOADZ,1875,33.87307,38,1875,957,918,1875,1771,1,29,21,23,0,16,6,1,7,1875,1423,4,14,4,23,6,3,312,86,1772,1393,0,0,4,0,0,3,291,81,29,18,0,0,0,0,0,0,10,1,66,7,4,14,0,21,6,0,10,4,1,1,0,0,0,0,0,0,0,0,7,4,0,0,0,2,0,0,1,0,1875,
31440,E01012568,Warrington 009D,Lower Super Output Areas and Data Zones,LSOADZ,2500,31.4336,33,2500,1248,1252,2500,2275,0,32,111,33,0,23,7,16,3,2500,1698,3,78,2,49,19,6,521,124,2275,1655,2,0,2,2,0,4,497,113,32,17,0,0,0,5,0,0,10,0,174,11,1,78,0,39,19,2,14,10,16,13,0,0,0,2,0,0,0,1,3,2,0,0,0,1,0,0,0,0,2500,
31441,E01012569,Warrington 010E,Lower Super Output Areas and Data Zones,LSOADZ,1925,35.27377,36,1925,982,943,1925,1724,0,18,91,40,6,2,25,9,10,1925,1345,1,65,0,58,21,6,347,82,1724,1307,0,0,0,0,0,3,338,76,18,10,0,0,0,0,0,0,5,3,164,18,1,65,0,55,21,1,2,1,9,5,0,0,0,1,0,0,1,2,10,5,0,0,0,2,0,2,1,0,1925,
31442,E01012570,Warrington 010F,Lower Super Output Areas and Data Zones,LSOADZ,1204,43.82226,47,1204,593,611,1204,1130,0,18,22,13,0,7,7,6,1,1204,825,2,7,1,20,10,8,251,80,1130,802,0,0,1,1,0,8,240,78,18,13,0,0,0,0,1,0,4,0,49,9,2,7,0,14,9,0,6,2,6,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1204,
37037,E01018308,Cheshire West and Chester 022A,Lower Super Output Areas and Data Zones,LSOADZ,1902,43.30442,46,1902,992,910,1902,1852,5,22,0,9,3,5,1,3,2,1902,1412,6,1,1,8,0,6,322,146,1857,1397,5,0,1,3,0,5,308,138,22,9,0,0,0,0,0,1,10,2,18,4,1,1,0,5,0,0,3,4,3,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1867,
37038,E01018309,Cheshire West and Chester 029A,Lower Super Output Areas and Data Zones,LSOADZ,1648,38.83131,40,1648,778,870,1648,1616,0,13,2,1,0,5,10,1,0,1648,1129,2,0,0,11,1,2,384,119,1616,1122,1,0,0,5,0,1,372,115,13,5,0,0,0,0,0,1,5,2,18,2,1,0,0,6,1,0,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1648,
37039,E01018310,Cheshire West and Chester 029B,Lower Super Output Areas and Data Zones,LSOADZ,1531,34.96669,33,1531,711,820,1531,1499,0,20,8,0,0,0,2,1,1,1531,1009,1,0,0,2,0,3,407,109,1499,993,1,0,0,0,0,3,395,107,20,8,0,0,0,0,0,0,10,2,10,7,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1520,
37040,E01018311,Cheshire West and Chester 029C,Lower Super Output Areas and Data Zones,LSOADZ,1388,37.04971,36,1388,671,717,1388,1349,1,23,1,0,4,2,6,1,1,1388,839,2,3,0,12,0,4,428,100,1350,826,0,0,0,4,0,4,420,96,23,11,0,1,0,1,0,0,6,4,13,0,2,2,0,7,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1348,
37041,E01018312,Cheshire West and Chester 029D,Lower Super Output Areas and Data Zones,LSOADZ,1493,35.93637,35,1493,717,776,1493,1452,0,23,7,2,0,0,1,4,4,1493,964,0,0,0,9,0,3,442,75,1452,946,0,0,0,1,0,3,428,74,23,9,0,0,0,2,0,0,12,0,10,7,0,0,0,0,0,0,2,1,4,2,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,1493,
37042,E01018313,Cheshire West and Chester 031A,Lower Super Output Areas and Data Zones,LSOADZ,1357,43.83862,46,1357,658,699,1357,1344,0,7,1,0,0,1,2,1,1,1357,991,2,1,0,0,0,4,265,94,1344,981,2,0,0,0,0,4,264,93,7,6,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1357,
37043,E01018314,Cheshire West and Chester 031B,Lower Super Output Areas and Data Zones,LSOADZ,1644,37.51825,36,1644,768,876,1644,1590,0,20,6,0,13,0,9,6,0,1644,1070,4,6,0,17,0,8,444,95,1590,1054,1,0,0,4,0,8,433,90,20,9,0,0,0,0,0,0,7,4,28,1,3,6,0,13,0,0,4,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644,
37044,E01018315,Cheshire West and Chester 031C,Lower Super Output Areas and Data Zones,LSOADZ,1125,43.14222,44,1125,551,574,1125,1110,0,11,0,0,0,0,3,1,0,1125,819,1,0,0,0,1,2,235,67,1110,809,1,0,0,0,1,2,231,66,11,7,0,0,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,
37045,E01018316,Cheshire West and Chester 031D,Lower Super Output Areas and Data Zones,LSOADZ,1431,35.40741,33,1431,696,735,1431,1376,0,20,21,2,4,2,1,4,1,1431,829,3,9,0,7,0,0,487,96,1376,803,3,0,0,1,0,0,478,91,20,11,0,0,0,1,0,0,6,2,30,11,0,9,0,4,0,0,3,3,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1430,
37046,E01018317,Cheshire West and Chester 031E,Lower Super Output Areas and Data Zones,LSOADZ,1482,37.96964,38,1482,748,734,1482,1417,8,23,2,1,0,2,5,23,1,1482,940,2,0,1,7,1,4,458,69,1425,901,1,0,1,4,0,4,447,67,23,13,0,0,0,1,0,0,8,1,10,4,1,0,0,1,1,0,2,1,23,22,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1438,
37047,E01018319,Cheshire West and Chester 036A,Lower Super Output Areas and Data Zones,LSOADZ,2109,37.84542,36,2109,1023,1086,2109,2043,0,22,12,3,5,6,7,7,4,2109,1274,10,9,2,12,1,6,654,141,2043,1253,5,1,2,2,0,6,644,130,22,11,1,0,0,1,0,0,6,3,33,3,3,8,0,9,1,0,3,6,7,5,1,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,2,2105,
37048,E01018320,Cheshire West and Chester 041A,Lower Super Output Areas and Data Zones,LSOADZ,1455,44.24605,45,1455,688,767,1455,1426,0,11,8,0,1,6,2,1,0,1455,1030,3,6,3,1,0,5,306,101,1426,1025,2,0,3,0,0,5,291,100,11,3,0,0,0,0,0,0,8,0,17,1,1,6,0,1,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,
37049,E01018321,Cheshire West and Chester 041B,Lower Super Output Areas and Data Zones,LSOADZ,1200,43.635,45,1200,584,616,1200,1162,0,16,5,0,0,9,4,3,1,1200,772,1,1,3,6,5,4,286,122,1162,758,1,0,3,0,0,4,276,120,16,9,0,0,0,4,0,0,2,1,18,2,0,0,0,2,5,0,8,1,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1200,
37050,E01018322,Cheshire West and Chester 041C,Lower Super Output Areas and Data Zones,LSOADZ,1172,45.25256,48,1172,570,602,1172,1119,0,15,11,6,0,10,4,2,5,1172,878,1,4,0,12,8,0,209,60,1119,873,0,0,0,2,0,0,187,57,15,4,0,0,0,2,0,0,8,1,31,0,0,4,0,7,4,0,14,2,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,4,0,0,0,1172,
37051,E01018323,Cheshire West and Chester 039A,Lower Super Output Areas and Data Zones,LSOADZ,1383,45.11569,47,1383,627,756,1383,1351,1,14,2,0,0,5,4,2,4,1383,995,3,1,3,6,0,2,282,91,1352,984,3,0,2,2,0,2,271,88,14,5,0,0,0,2,0,0,6,1,11,5,0,1,0,2,0,0,2,1,2,1,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,2,1,1301,
37052,E01018324,Cheshire West and Chester 039B,Lower Super Output Areas and Data Zones,LSOADZ,1317,42.65072,45,1317,653,664,1317,1282,0,7,10,0,7,2,3,6,0,1317,968,5,4,0,7,4,2,259,68,1282,954,4,0,0,0,0,2,255,67,7,7,0,0,0,0,0,0,0,0,22,2,1,4,0,7,4,0,3,1,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1317,
37053,E01018325,Cheshire West and Chester 039C,Lower Super Output Areas and Data Zones,LSOADZ,1467,43.5426,47,1467,718,749,1467,1416,0,24,9,4,3,4,2,5,0,1467,1101,1,7,6,10,0,2,261,79,1416,1087,1,0,6,3,0,2,245,72,24,8,0,0,0,0,0,0,12,4,22,3,0,7,0,7,0,0,3,2,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1467,
37054,E01018326,Cheshire West and Chester 034A,Lower Super Output Areas and Data Zones,LSOADZ,2012,43.98161,40.5,2012,1046,966,2012,1918,0,30,20,0,6,10,13,10,5,2012,1148,6,6,1,14,6,10,679,142,1918,1115,2,0,1,1,1,8,650,140,30,15,0,0,0,1,0,0,14,0,49,10,4,6,0,7,5,2,14,1,10,8,0,0,0,0,0,0,1,1,5,0,0,0,0,5,0,0,0,0,1955,
37055,E01018327,Cheshire West and Chester 033B,Lower Super Output Areas and Data Zones,LSOADZ,1998,39.96697,35,1998,1037,961,1998,1865,6,37,16,3,8,12,12,16,23,1998,1180,8,11,2,33,6,9,581,168,1871,1143,2,0,2,10,2,9,546,157,37,17,0,0,0,1,0,0,14,5,51,8,5,11,0,11,4,0,12,0,16,9,0,0,0,0,0,0,4,3,23,3,1,0,0,11,0,0,5,3,1989,
37056,E01018328,Cheshire West and Chester 034B,Lower Super Output Areas and Data Zones,LSOADZ,1867,27.97054,20,1867,789,1078,1867,1775,1,38,7,4,8,8,8,12,6,1867,965,9,2,4,16,2,12,718,139,1776,940,5,0,4,1,1,11,684,130,38,13,0,1,0,0,0,0,21,3,35,2,4,1,0,13,1,0,9,5,12,8,0,0,0,0,0,1,2,1,6,2,0,0,0,2,0,0,2,0,1500,
37057,E01018329,Cheshire West and Chester 034C,Lower Super Output Areas and Data Zones,LSOADZ,2137,32.61675,25,2137,1006,1131,2137,1975,1,50,24,7,3,6,15,39,17,2137,1112,16,19,0,31,1,10,819,129,1976,1051,8,0,0,6,0,9,785,117,50,19,0,0,0,2,0,0,21,8,55,7,7,19,0,10,1,0,9,2,39,28,0,0,0,6,0,1,4,0,17,7,1,0,0,7,0,0,0,2,2065,
37058,E01018330,Cheshire West and Chester 034D,Lower Super Output Areas and Data Zones,LSOADZ,1243,35.01448,26,1243,547,696,1243,1199,1,17,4,1,1,8,5,5,2,1243,741,10,2,7,2,3,8,371,99,1200,729,7,0,7,0,0,8,355,94,17,2,0,0,0,0,2,0,9,4,19,3,3,2,0,2,1,0,7,1,5,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1243,
37059,E01018331,Cheshire West and Chester 034E,Lower Super Output Areas and Data Zones,LSOADZ,1650,31.86788,26,1650,750,900,1650,1556,0,38,16,3,1,5,17,13,1,1650,862,13,11,3,6,2,9,624,120,1556,834,3,0,3,0,0,8,589,119,38,11,2,0,0,0,0,1,24,0,42,6,8,11,0,5,2,0,9,1,13,11,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1642,
37060,E01018332,Cheshire West and Chester 043A,Lower Super Output Areas and Data Zones,LSOADZ,1063,41.49389,43,1063,544,519,1063,1020,2,10,16,0,0,1,12,1,1,1063,718,3,11,0,9,0,1,244,77,1022,704,1,0,0,4,0,1,236,76,10,5,0,0,0,1,0,0,4,0,29,7,2,11,0,4,0,0,4,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1062,
37061,E01018333,Cheshire West and Chester 043B,Lower Super Output Areas and Data Zones,LSOADZ,1503,49.0326,53,1503,708,795,1503,1439,0,16,18,6,8,7,3,4,2,1503,1039,5,7,5,12,5,5,309,116,1439,1020,4,0,5,1,0,2,294,113,16,9,0,0,0,0,0,0,6,1,42,5,1,7,0,11,5,3,8,2,4,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1455,
37062,E01018334,Cheshire West and Chester 043C,Lower Super Output Areas and Data Zones,LSOADZ,1511,47.26671,50,1511,731,780,1511,1436,0,23,17,10,0,13,5,1,6,1511,1053,2,8,3,18,0,10,315,102,1436,1017,2,0,3,9,0,1,308,96,23,20,0,0,0,0,0,0,2,1,45,12,0,8,0,6,0,9,5,5,1,1,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,1511,
37063,E01018335,Cheshire West and Chester 046A,Lower Super Output Areas and Data Zones,LSOADZ,2115,43.05863,45,2115,1049,1066,2115,2068,2,25,9,0,3,0,3,4,1,2115,1530,5,6,2,2,0,3,430,137,2070,1508,4,0,2,0,0,3,423,130,25,11,1,1,0,0,0,0,5,7,15,7,0,5,0,1,0,0,2,0,4,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2115,
37064,E01018336,Cheshire West and Chester 022B,Lower Super Output Areas and Data Zones,LSOADZ,1233,40.91241,42,1233,602,631,1233,1221,1,3,2,0,0,1,1,2,2,1233,909,1,2,0,0,0,0,259,62,1222,904,0,0,0,0,0,0,256,62,3,2,0,0,0,0,0,0,1,0,4,1,1,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1233,
37065,E01018337,Cheshire West and Chester 022C,Lower Super Output Areas and Data Zones,LSOADZ,1331,43.68821,46,1331,661,670,1331,1295,4,14,5,4,0,2,2,2,3,1331,956,1,4,2,4,0,5,265,94,1299,944,0,0,2,1,0,5,257,90,14,10,0,0,0,0,0,0,4,0,13,0,1,4,0,1,0,0,3,4,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1284,
37066,E01018338,Cheshire West and Chester 022D,Lower Super Output Areas and Data Zones,LSOADZ,1790,38.89944,40,1790,874,916,1790,1742,9,21,2,2,5,1,4,4,0,1790,1241,2,2,2,8,0,3,417,115,1751,1221,2,0,2,2,0,3,407,114,21,12,0,0,0,0,0,0,8,1,14,4,0,2,0,6,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1790,
37067,E01018339,Cheshire West and Chester 047A,Lower Super Output Areas and Data Zones,LSOADZ,2018,45.31269,47,2018,977,1041,2018,2012,0,2,1,0,0,0,0,0,3,2018,1438,5,0,5,2,1,8,392,167,2012,1437,5,0,5,0,1,8,391,165,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2018,
37068,E01018340,Cheshire West and Chester 043D,Lower Super Output Areas and Data Zones,LSOADZ,1428,44.82003,46,1428,687,741,1428,1365,1,22,7,3,0,15,12,1,2,1428,913,8,7,3,6,0,3,380,108,1366,897,2,0,3,1,0,3,361,99,22,11,0,0,0,4,0,0,7,0,37,5,6,7,0,1,0,0,10,8,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,1427,
37069,E01018341,Cheshire West and Chester 043E,Lower Super Output Areas and Data Zones,LSOADZ,1108,48.26895,52,1108,524,584,1108,1055,0,21,10,2,4,7,2,5,2,1108,742,1,10,4,9,0,5,256,81,1055,725,1,0,4,0,0,4,240,81,21,9,0,0,0,2,0,0,10,0,25,3,0,10,0,7,0,0,5,0,5,4,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1108,
37070,E01018342,Cheshire West and Chester 043F,Lower Super Output Areas and Data Zones,LSOADZ,1568,42.11862,39,1568,718,850,1568,1474,3,30,11,3,16,7,7,13,4,1568,933,5,7,4,31,1,9,462,116,1477,909,0,0,4,1,0,8,447,108,30,7,0,0,0,8,0,0,10,5,44,5,5,7,0,19,1,1,3,3,13,11,0,0,0,2,0,0,0,0,4,1,0,0,0,1,0,0,2,0,1566,
37071,E01018343,Cheshire West and Chester 033C,Lower Super Output Areas and Data Zones,LSOADZ,1645,40.80061,34,1645,790,855,1645,1552,0,30,16,4,4,2,16,16,5,1645,952,12,8,1,14,2,14,510,132,1552,923,5,1,1,3,0,11,488,120,30,10,0,0,0,1,0,2,13,4,42,13,7,7,0,7,2,0,5,1,16,6,0,0,0,0,0,0,3,7,5,0,0,0,0,3,0,1,1,0,1497,
37072,E01018344,Cheshire West and Chester 036B,Lower Super Output Areas and Data Zones,LSOADZ,1936,34.91219,34,1936,953,983,1936,1853,0,34,8,1,6,8,9,11,6,1936,1052,10,5,1,7,3,5,709,144,1853,1020,4,0,1,1,0,5,682,140,34,17,0,0,0,1,0,0,15,1,32,4,6,5,0,4,3,0,7,3,11,8,0,0,0,1,0,0,2,0,6,3,0,0,0,0,0,0,3,0,1931,
37073,E01018345,Cheshire West and Chester 032A,Lower Super Output Areas and Data Zones,LSOADZ,1317,39.07821,40,1317,625,692,1317,1248,0,10,4,0,29,6,7,4,9,1317,895,9,4,0,34,0,2,287,86,1248,879,2,0,0,1,0,2,280,84,10,4,1,2,0,0,0,0,3,0,46,6,5,2,0,28,0,0,4,1,4,2,1,0,0,0,0,0,0,1,9,4,0,0,0,5,0,0,0,0,1317,
37074,E01018346,Cheshire West and Chester 032B,Lower Super Output Areas and Data Zones,LSOADZ,1370,42.52263,43,1370,673,697,1370,1352,0,9,3,0,0,1,3,2,0,1370,946,4,2,0,4,1,5,335,73,1352,939,3,0,0,1,1,5,330,73,9,3,0,0,0,3,0,0,3,0,7,2,1,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,
37075,E01018347,Cheshire West and Chester 032C,Lower Super Output Areas and Data Zones,LSOADZ,1355,42.169,43,1355,685,670,1355,1290,3,13,12,0,19,0,10,7,1,1355,866,2,10,0,31,0,3,340,103,1293,845,1,0,0,7,0,3,337,100,13,7,0,0,0,3,0,0,3,0,41,7,1,10,0,20,0,0,0,3,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1355,
37076,E01018348,Cheshire West and Chester 041D,Lower Super Output Areas and Data Zones,LSOADZ,2115,39.34043,40,2115,1042,1073,2115,2055,0,26,11,1,6,7,6,2,1,2115,1454,9,6,3,10,0,2,483,148,2055,1436,5,1,3,0,0,2,470,138,26,14,0,0,0,0,0,0,6,6,31,3,4,5,0,10,0,0,6,3,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2115,
37077,E01018349,Cheshire West and Chester 030A,Lower Super Output Areas and Data Zones,LSOADZ,1618,44.60012,47,1618,781,837,1618,1595,0,8,7,0,0,0,5,1,2,1618,1151,1,3,4,12,1,4,340,102,1595,1143,0,0,4,5,0,4,338,101,8,5,0,0,0,1,0,0,1,1,12,3,1,3,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1618,
37078,E01018350,Cheshire West and Chester 030B,Lower Super Output Areas and Data Zones,LSOADZ,1927,46.43228,49,1927,934,993,1927,1896,1,20,2,0,0,4,0,0,4,1927,1311,2,1,5,4,0,0,400,204,1897,1297,2,0,4,1,0,0,392,201,20,11,0,0,0,0,0,0,7,2,6,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,1897,
37079,E01018351,Cheshire West and Chester 044A,Lower Super Output Areas and Data Zones,LSOADZ,1448,36.28591,37,1448,743,705,1448,1417,0,17,2,4,0,5,1,2,0,1448,922,5,2,0,6,0,6,408,99,1417,910,5,0,0,1,0,6,398,97,17,9,0,0,0,0,0,0,8,0,12,2,0,2,0,4,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,
37080,E01018352,Cheshire West and Chester 044B,Lower Super Output Areas and Data Zones,LSOADZ,1790,35.7229,35,1790,881,909,1790,1693,3,27,7,8,4,11,8,17,12,1790,1157,7,9,0,31,0,6,484,96,1696,1121,4,0,0,6,0,5,473,87,27,14,0,0,0,4,0,1,2,6,38,2,3,9,0,13,0,0,8,3,17,15,0,0,0,1,0,0,1,0,12,5,0,0,0,7,0,0,0,0,1790,
37081,E01018353,Cheshire West and Chester 044C,Lower Super Output Areas and Data Zones,LSOADZ,1575,39.4546,41,1575,770,805,1575,1511,0,24,6,2,7,11,8,5,1,1575,1066,12,4,2,11,0,6,379,95,1511,1046,0,0,2,0,0,6,367,90,24,14,2,0,0,0,0,0,6,2,34,2,9,4,0,11,0,0,6,2,5,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1575,
37082,E01018354,Cheshire West and Chester 044D,Lower Super Output Areas and Data Zones,LSOADZ,1606,34.99253,33,1606,763,843,1606,1534,0,23,12,1,4,16,1,10,5,1606,1043,8,3,0,11,2,1,438,100,1534,1016,4,0,0,1,0,1,417,95,23,16,0,0,0,1,0,0,6,0,34,4,4,3,0,5,2,0,11,5,10,7,0,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,1,0,1606,
37083,E01018355,Cheshire West and Chester 047B,Lower Super Output Areas and Data Zones,LSOADZ,1210,48.95868,51,1210,532,678,1210,1201,0,3,3,0,0,0,0,3,0,1210,914,0,3,1,0,0,3,216,73,1201,910,0,0,1,0,0,3,216,71,3,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,
37084,E01018356,Cheshire West and Chester 047C,Lower Super Output Areas and Data Zones,LSOADZ,1474,42.39009,44.5,1474,747,727,1474,1465,0,7,1,0,0,0,0,1,0,1474,1111,0,0,0,0,0,4,265,94,1465,1105,0,0,0,0,0,4,263,93,7,4,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,
37085,E01018357,Cheshire West and Chester 047D,Lower Super Output Areas and Data Zones,LSOADZ,1291,45.83114,49,1291,631,660,1291,1273,0,9,0,1,0,2,2,2,2,1291,975,4,0,1,2,0,3,224,82,1273,967,1,0,1,0,0,3,222,79,9,6,0,0,0,0,0,0,0,3,5,1,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1291,
37086,E01018358,Cheshire West and Chester 022E,Lower Super Output Areas and Data Zones,LSOADZ,1272,39.56997,41,1272,600,672,1272,1200,4,19,12,4,1,1,13,12,6,1272,915,4,5,2,7,1,2,234,102,1204,877,0,0,1,2,0,2,224,98,19,10,0,3,1,0,0,0,4,1,31,13,4,2,0,5,1,0,3,3,12,11,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,2,0,1176,
37087,E01018359,Cheshire West and Chester 022F,Lower Super Output Areas and Data Zones,LSOADZ,1081,42.99815,46,1081,542,539,1081,1062,0,4,4,1,0,4,4,0,2,1081,797,2,3,1,2,0,2,214,60,1062,791,1,0,1,1,0,2,210,56,4,2,0,0,0,0,0,0,1,1,13,4,1,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1076,
37088,E01018360,Cheshire West and Chester 025A,Lower Super Output Areas and Data Zones,LSOADZ,2096,39.99189,39,2096,1005,1091,2096,1992,4,18,20,9,7,5,5,22,14,2096,1513,1,13,7,23,4,5,423,107,1996,1468,1,0,7,0,1,5,411,103,18,10,0,0,0,0,0,0,7,1,46,7,0,13,0,16,3,0,5,2,22,20,0,0,0,1,0,0,0,1,14,8,0,0,0,6,0,0,0,0,2006,
37089,E01018361,Cheshire West and Chester 033D,Lower Super Output Areas and Data Zones,LSOADZ,1471,36.50918,35,1471,750,721,1471,1381,0,25,14,2,11,3,7,22,6,1471,926,4,7,2,13,3,8,395,113,1381,884,3,0,2,1,0,7,378,106,25,11,0,0,0,0,0,1,9,4,37,13,0,7,0,11,0,0,4,2,22,18,0,0,0,0,0,0,3,1,6,0,1,0,0,1,3,0,1,0,1453,
37090,E01018362,Cheshire West and Chester 028A,Lower Super Output Areas and Data Zones,LSOADZ,1516,40.94723,41,1516,711,805,1516,1440,0,17,7,5,38,7,0,2,0,1516,994,2,5,2,45,0,7,367,94,1440,980,2,0,2,0,0,7,355,94,17,12,0,0,0,1,0,0,4,0,57,1,0,5,0,43,0,0,8,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,
